source,title,description,url,date,collected_at
"Banque Mondiale","Travaux de réalisation de treize (13) forages en milieu rural","Djibouti","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465743","August 30, 2026","2026-08-31T15:02:43.420Z"
"Banque Mondiale","Construction, Delivery, and Installation of Container Storage of Scuba Gears, Accessories and Other Equipment in FCU 4B, Oriental Mindoro (Supply of Labor and Materials)","Philippines","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465745","August 30, 2026","2026-08-31T15:02:43.421Z"
"Banque Mondiale","External Audit extended services- phase 2","Jordan","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465746","August 30, 2026","2026-08-31T15:02:43.421Z"
"Banque Mondiale","Recrutement d'un cabinet pour la conception et la mise en place d'un Système d'Alerte Précoce (SAP) multi-aléas, intégré au Registre Social (RSU)","Congo, Republic of","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465748","August 30, 2026","2026-08-31T15:02:43.421Z"
"Banque Mondiale","Consultancy Services for Assessment of the Port Sector in Somalia","Somalia, Federal Republic of","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465750","August 30, 2026","2026-08-31T15:02:43.422Z"
"Banque Mondiale","ISO Security Standard Certification for NIRA","Somalia, Federal Republic of","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465752","August 30, 2026","2026-08-31T15:02:43.422Z"
"Banque Mondiale","Procurement of 1500 qt. Improved potato seed and other vegetable seeds for Bursa Woreda on-farm IGA and CSA beneficiaries in the 8 rehabilitated micro-watersheds.","Ethiopia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465754","August 30, 2026","2026-08-31T15:02:43.422Z"
"Banque Mondiale","Supply and delivery of laboratory equipment and reagents in 120 secondary schools","Zambia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465756","August 30, 2026","2026-08-31T15:02:43.422Z"
"Banque Mondiale","Supply and delivery of laboratory equipment and reagents in 120 secondary schools","Zambia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465757","August 30, 2026","2026-08-31T15:02:43.423Z"
"Banque Mondiale","Supply and delivery of laboratory equipment and reagents in 120 secondary schools","Zambia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465758","August 30, 2026","2026-08-31T15:02:43.423Z"
"Banque Mondiale","Supply and delivery of laboratory equipment and reagents in 120 secondary schools","Zambia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465759","August 30, 2026","2026-08-31T15:02:43.423Z"
"Banque Mondiale","Supply and delivery of laboratory equipment and reagents in 120 secondary schools","Zambia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465760","August 30, 2026","2026-08-31T15:02:43.424Z"
"Banque Mondiale","Supply and delivery of laboratory equipment and reagents in 120 secondary schools","Zambia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465761","August 30, 2026","2026-08-31T15:02:43.424Z"
"Banque Mondiale","Improvement of 10.49 km Road at Chakaria Upazila, under Cox's Bazar District","Bangladesh","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465763","August 30, 2026","2026-08-31T15:02:43.424Z"
"Banque Mondiale","Accounting Software (Sage 50) for Project Financial Unit","Cambodia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465764","August 30, 2026","2026-08-31T15:02:43.424Z"
"Banque Mondiale","Renovation of Medical Officer Quarters DH Badalkumbura,Clinic at Karandagama,internal access at DH Athimale,RPHM quarters at PMCU Buddama and School Dental Clinic at Siyambalanduwa -Monaragala Distric","Sri Lanka","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465767","August 30, 2026","2026-08-31T15:02:43.425Z"
"Banque Mondiale","Procurement of Laboratory Equipments and Inventory Items for Schools ##3, 22 Vose, #5 Hamadoni, #5 Shahritus, #13 Spitamen, #27 Yovon, #39 Temurmalik districts.","Tajikistan","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465768","August 30, 2026","2026-08-31T15:02:43.425Z"
"BAD - Banque Africaine de Développement","P-Z1-DB0-202","MULTINATIONAL NACALA ROAD CORRIDOR DEVELOPMENT PROJECT PHASE V - MALAWI","https://www.afdb.org/en/projects-and-operations/p-z1-db0-202","19-Jun-2019","2026-08-31T15:02:58.790Z"
"BAD - Banque Africaine de Développement","P-LS-E00-007","CLIMATE CHANGE ADAPTATION FOR SUSTAINABLE RURAL WATER SUPPLY IN LOWLANDS LESOTHO","https://www.afdb.org/en/projects-and-operations/p-ls-e00-007","30-May-2019","2026-08-31T15:02:58.791Z"
"BAD - Banque Africaine de Développement","P-GA-E00-001","PROGRAMME INTÉGRÉ D'ALIMENTATION EN EAU POTABLE ET ASSAINISSEMENT DE LIBREVILLE SOUS-PROGRAMME 1","https://www.afdb.org/en/projects-and-operations/p-ga-e00-001","10-Jan-2019","2026-08-31T15:02:58.791Z"
"BAD - Banque Africaine de Développement","P-DZ-KF0-003","APPUI GOUVERNANCE ENTREPRISES PUBLIQUES ET DES PARTICIPATIONS DE L'ETAT","https://www.afdb.org/en/projects-and-operations/p-dz-kf0-003","18-Dec-2018","2026-08-31T15:02:58.791Z"
"BAD - Banque Africaine de Développement","P-UG-EB0-007","PREPARATION OF FEASIBILITY STUDIES AND DETAILED DESIGNS FOR FAECAL SLUDGE SERVICE CHAIN MANAGEMENT","https://www.afdb.org/en/projects-and-operations/p-ug-eb0-007","18-Dec-2018","2026-08-31T15:02:58.791Z"
"BAD - Banque Africaine de Développement","P-SD-AAZ-009","DAL GROUP CO LTD(FOOD AND AGRICULTURAL INVESTMENT PROGRAMME)","https://www.afdb.org/en/projects-and-operations/p-sd-aaz-009","14-Dec-2018","2026-08-31T15:02:58.791Z"
"BAD - Banque Africaine de Développement","P-LR-HAB-002","TRADE FINANCE LINE OF CREDIT INTERNATIONAL BANK LIBERIA LIMITED","https://www.afdb.org/en/projects-and-operations/p-lr-hab-002","14-Dec-2018","2026-08-31T15:02:58.792Z"
"BAD - Banque Africaine de Développement","P-LR-HAB-001","TRADE FINANCE LINE OF CREDIT LIBERIAN BANK FOR DEVELOPMENT AND INVESTMENT","https://www.afdb.org/en/projects-and-operations/p-lr-hab-001","14-Dec-2018","2026-08-31T15:02:58.792Z"
"BAD - Banque Africaine de Développement","P-Z1-FA0-162","SUPPLEMENTARY FINANCING : ETHIOPIA - KENYA ELECTRICITY HIGHWAY (KENYA)","https://www.afdb.org/en/projects-and-operations/p-z1-fa0-162","14-Dec-2018","2026-08-31T15:02:58.792Z"
"BAD - Banque Africaine de Développement","P-Z1-F00-077","NELSAP BURUNDI – RWANDA INTERCONNECTION","https://www.afdb.org/en/projects-and-operations/p-z1-f00-077","14-Dec-2018","2026-08-31T15:02:58.792Z"
"BAD - Banque Africaine de Développement","P-Z1-DD0-022","STUDIES AND PPP STRUCTURING FOR THE CONSTRUCTION OF SÃO TOMÉ DEEP SEA TRANSSHIPMENT PORT","https://www.afdb.org/en/projects-and-operations/p-z1-dd0-022","14-Dec-2018","2026-08-31T15:02:58.792Z"
"BAD - Banque Africaine de Développement","P-Z1-DD0-021","FEASIBILITY STUDY OF A DEEP SEA PORT IN THE NORTH-WEST REGION OF THE REPUBLIC OF GUINEA","https://www.afdb.org/en/projects-and-operations/p-z1-dd0-021","14-Dec-2018","2026-08-31T15:02:58.793Z"
"BAD - Banque Africaine de Développement","P-Z1-DD0-020","FEASIBILITY STUDY OF THE DEEP SEA PORT IN GUINEA-BISSAU","https://www.afdb.org/en/projects-and-operations/p-z1-dd0-020","14-Dec-2018","2026-08-31T15:02:58.793Z"
"BAD - Banque Africaine de Développement","P-RW-E00-012","RWANDA SUSTAINABLE WATER SUPPLY AND SANITATION PROGRAM ADDITIONAL FINANCING","https://www.afdb.org/en/projects-and-operations/p-rw-e00-012","14-Dec-2018","2026-08-31T15:02:58.793Z"
"BAD - Banque Africaine de Développement","P-NG-KA0-004","NIGERIA - AFRICAN TRADE INSURANCE (ATI) COUNTRY MEMBERSHIP PROGRAMME","https://www.afdb.org/en/projects-and-operations/p-ng-ka0-004","14-Dec-2018","2026-08-31T15:02:58.793Z"
"BAD - Banque Africaine de Développement","P-NG-IA0-006","ADDITIONAL LOAN TO IBSDLIEP FOR THE COMPLETION OF FSTC LASSA BORNO STATE","https://www.afdb.org/en/projects-and-operations/p-ng-ia0-006","14-Dec-2018","2026-08-31T15:02:58.793Z"
"BAD - Banque Africaine de Développement","P-NG-AZ0-001","SAY NO TO FAMINE FOR NIGERIA","https://www.afdb.org/en/projects-and-operations/p-ng-az0-001","14-Dec-2018","2026-08-31T15:02:58.794Z"
"BAD - Banque Africaine de Développement","P-GA-DD0-002","GSEZ PORT PROJECT","https://www.afdb.org/en/projects-and-operations/p-ga-dd0-002","14-Dec-2018","2026-08-31T15:02:58.794Z"
"BAD - Banque Africaine de Développement","P-BF-FA0-010","PROGRAMME DESERT TO POWER - PROJET YELEEN D'ELECTRIFICATION RURALE","https://www.afdb.org/en/projects-and-operations/p-bf-fa0-010","14-Dec-2018","2026-08-31T15:02:58.794Z"
"BAD - Banque Africaine de Développement","P-TD-AA0-024","PROJET RENFORCEMENT DE LA RÉSILIENCE POUR LA SÉCURITÉ ALIMENTAIRE P2RS - GEF","https://www.afdb.org/en/projects-and-operations/p-td-aa0-024","14-Dec-2018","2026-08-31T15:02:58.794Z"
"Union Européenne","Latest news","Sustainable and trusted connections that work for people and the planet","https://ec.europa.eu/international-partnerships/funding-and-tenders_en","","2026-08-31T15:03:03.757Z"
"PNUD Sénégal","M. Njoya Tikum, Représentant Résident du PNUD au Sénégal, présente ses lettres d'accréditation à S.E. Mme Aissata Tall Sall, Ministre des Affaires Etrangères et des Sénégalais de l'Extérieur","","https://www.sn.undp.org/fr/senegal/actualites/m-njoya-tikum-representant-resident-du-pnud-au-senegal-presente-ses-lettres-daccreditation-se-mme-aissata-tall-sall-ministre-des","","2026-08-31T15:03:27.477Z"
"PNUD Sénégal","PNUD Sénégal | Rapport Annuel 2025","Ce rapport illustre les résultats obtenus dans nos principaux domaines d’intervention : la gouvernance démocratique, la transition écologique, l’autonomisation économique, la réduction de la pauvreté et le renforcement des capacités institutionnelles. Il témoigne aussi de notre intention de continuer à innover, à apprendre des expériences du terrain et à adapter notre approche pour répondre aux besoins émergents.","https://www.undp.org/fr/senegal/publications/rapport-annuel-senegal-2025","","2026-08-31T15:03:27.478Z"
"PNUD Sénégal","1,6 Millions","","https://www.sn.undp.org/","","2026-08-31T15:03:27.478Z"
"GIZ Sénégal","Information about our data","The current data version is dated December 31, 2025. The data is usually available in German and English. The project portal is divided into various levels that structure the different data and content: a supraregional level with information about all GIZ projects along with a continent and a country level. In addition, you can find individual project pages with detailed information about the projects.","https://www.govdata.de/dl-de/by-2-0","","2026-08-31T15:03:32.178Z"
"USAID","Notice to Potential Bidders for Open solicitations for products and services for the U.S. Mission in Senegal:","","https://sn.usembassy.gov/author/missionsn/","","2026-08-31T15:03:49.021Z"
"USAID","U.S. Embassy in Senegal","","https://sn.usembassy.gov/","","2026-08-31T15:03:49.021Z"
