source,title,description,url,date,collected_at
"BAD - Banque Africaine de Développement","P-NG-IA0-006","ADDITIONAL LOAN TO IBSDLIEP FOR THE COMPLETION OF FSTC LASSA BORNO STATE","https://www.afdb.org/en/projects-and-operations/p-ng-ia0-006","14-Dec-2018","2026-09-01T13:06:03.729Z"
"BAD - Banque Africaine de Développement","P-NG-AZ0-001","SAY NO TO FAMINE FOR NIGERIA","https://www.afdb.org/en/projects-and-operations/p-ng-az0-001","14-Dec-2018","2026-09-01T13:06:03.729Z"
"BAD - Banque Africaine de Développement","P-GA-DD0-002","GSEZ PORT PROJECT","https://www.afdb.org/en/projects-and-operations/p-ga-dd0-002","14-Dec-2018","2026-09-01T13:06:03.729Z"
"BAD - Banque Africaine de Développement","P-BF-FA0-010","PROGRAMME DESERT TO POWER - PROJET YELEEN D'ELECTRIFICATION RURALE","https://www.afdb.org/en/projects-and-operations/p-bf-fa0-010","14-Dec-2018","2026-09-01T13:06:03.730Z"
"BAD - Banque Africaine de Développement","P-TD-AA0-024","PROJET RENFORCEMENT DE LA RÉSILIENCE POUR LA SÉCURITÉ ALIMENTAIRE P2RS - GEF","https://www.afdb.org/en/projects-and-operations/p-td-aa0-024","14-Dec-2018","2026-09-01T13:06:03.730Z"
"Union Européenne","Latest news","Sustainable and trusted connections that work for people and the planet","https://ec.europa.eu/international-partnerships/funding-and-tenders_en","","2026-09-01T13:06:07.937Z"
"PNUD Sénégal","M. Njoya Tikum, Représentant Résident du PNUD au Sénégal, présente ses lettres d'accréditation à S.E. Mme Aissata Tall Sall, Ministre des Affaires Etrangères et des Sénégalais de l'Extérieur","","https://www.sn.undp.org/fr/senegal/actualites/m-njoya-tikum-representant-resident-du-pnud-au-senegal-presente-ses-lettres-daccreditation-se-mme-aissata-tall-sall-ministre-des","","2026-09-01T13:06:30.255Z"
"PNUD Sénégal","PNUD Sénégal | Rapport Annuel 2025","Ce rapport illustre les résultats obtenus dans nos principaux domaines d’intervention : la gouvernance démocratique, la transition écologique, l’autonomisation économique, la réduction de la pauvreté et le renforcement des capacités institutionnelles. Il témoigne aussi de notre intention de continuer à innover, à apprendre des expériences du terrain et à adapter notre approche pour répondre aux besoins émergents.","https://www.undp.org/fr/senegal/publications/rapport-annuel-senegal-2025","","2026-09-01T13:06:30.257Z"
"PNUD Sénégal","1,6 Millions","","https://www.sn.undp.org/","","2026-09-01T13:06:30.257Z"
"GIZ Sénégal","Information about our data","The current data version is dated December 31, 2025. The data is usually available in German and English. The project portal is divided into various levels that structure the different data and content: a supraregional level with information about all GIZ projects along with a continent and a country level. In addition, you can find individual project pages with detailed information about the projects.","https://www.govdata.de/dl-de/by-2-0","","2026-09-01T13:06:35.082Z"
"USAID","Notice to Potential Bidders for Open solicitations for products and services for the U.S. Mission in Senegal:","","https://sn.usembassy.gov/author/missionsn/","","2026-09-01T13:06:51.155Z"
"USAID","U.S. Embassy in Senegal","","https://sn.usembassy.gov/","","2026-09-01T13:06:51.156Z"
